Date,AAPL,ABBV,ABT,ACN,AIG,ALL,AMGN,AMZN,APA,APC,AXP,BA,BAC,BAX,BIIB,BK,BLK,BMY,C,CAT,CL,CMCSA,COF,COP,COST,CSCO,CVS,CVX,DD,DIS,DOW,DVN,EBAY,EMC,EMR,EXC,F,FB,FCX,FDX,FOXA,GD,GE,GILD,GM,GOOG,GS,HAL,HD,HON,IBM,INTC,JNJ,JPM,KO,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,MMM,MO,MON,MRK,MS,MSFT,NKE,NOV,NSC,ORCL,OXY,PEP,PFE,PG,PM,QCOM,RTN,SBUX,SLB,SO,SPG,T,TGT,TWX,TXN,UNH,UNP,UPS,USB,UTX,V,VZ,WBA,WFC,WMT,XOM
11/17/2014,111.48,62.32,42.53,82.86,53.17,65.15,154.93,323.05,70.29,87.33,88.51,124.09,16.83,38.00,302.42,38.89,336.59,56.74,53.35,96.82,66.03,53.01,79.12,67.49,132.28,25.48,88.51,110.73,64.81,88.19,48.88,62.27,23.08,29.72,60.89,34.02,14.45,74.24,27.58,170.12,34.99,138.59,25.48,99.26,30.73,536.51,186.86,48.17,95.64,94.06,157.36,32.95,104.50,58.40,41.25,65.09,178.62,57.80,82.44,91.96,37.62,67.92,52.50,152.69,46.59,115.45,57.11,34.85,47.85,47.39,68.36,111.24,40.43,78.46,95.01,29.05,84.32,82.10,67.86,100.23,38.29,92.21,44.40,171.35,33.43,64.72,78.64,49.87,94.56,117.11,103.47,42.55,104.85,62.01,48.42,65.46,51.63,80.86,91.13
11/18/2014,112.92,63.28,42.52,82.52,53.04,65.28,157.95,324.93,70.27,87.74,88.95,126.26,16.88,38.31,305.56,38.85,337.52,57.01,53.59,97.14,66.08,53.28,79.27,67.72,132.98,25.61,88.51,110.46,65.45,88.07,49.79,62.90,23.31,29.73,61.18,34.10,14.41,74.34,27.36,170.80,34.95,140.43,25.86,102.49,30.69,535.03,186.57,47.49,93.64,94.86,155.19,33.40,105.01,58.54,41.84,65.56,179.63,57.45,83.13,92.38,37.95,71.14,52.78,154.10,46.80,116.38,57.52,34.72,47.45,47.59,68.58,110.81,40.52,79.15,94.55,29.31,84.43,81.94,69.41,101.03,38.17,91.88,44.56,172.03,33.31,65.08,78.74,50.15,96.25,117.40,103.04,42.73,106.24,62.00,48.25,66.95,51.47,81.07,90.90
11/19/2014,112.14,62.76,42.26,81.88,53.17,65.85,158.34,326.54,70.25,88.60,88.87,127.17,16.80,38.25,303.61,38.95,335.99,57.11,53.44,96.44,66.39,53.24,78.64,68.16,133.75,25.60,87.99,111.42,65.53,87.62,49.22,63.23,23.12,29.28,61.29,34.35,14.35,73.33,27.25,170.48,34.66,139.88,25.78,101.13,30.58,536.99,186.13,47.38,94.34,94.61,154.74,33.06,104.95,58.61,42.50,65.01,179.09,61.11,83.51,92.52,38.34,70.44,52.81,153.65,46.67,116.60,57.28,34.73,46.94,47.83,68.05,110.61,40.19,78.59,95.00,29.16,85.18,81.66,67.93,101.24,38.29,91.61,44.58,169.32,32.99,69.89,79.16,50.24,94.95,117.29,102.66,42.64,106.10,62.03,47.56,66.68,51.56,82.23,91.61
11/20/2014,113.74,62.46,42.60,81.68,53.59,65.77,158.38,330.54,72.38,90.77,88.99,127.26,16.75,38.00,299.10,39.12,337.14,56.92,53.30,97.19,66.17,53.24,79.07,69.18,133.02,25.81,87.65,112.22,65.69,86.72,49.22,65.11,22.95,29.21,61.34,34.24,14.37,73.60,27.73,171.29,34.71,140.25,25.71,99.40,30.56,534.83,186.68,48.15,95.19,94.77,153.99,34.60,104.39,58.14,42.53,64.61,178.67,61.28,83.83,92.60,38.17,70.75,52.79,154.16,46.38,116.57,57.03,34.64,47.41,48.00,68.88,110.81,40.19,79.35,94.66,29.16,84.93,80.70,68.16,101.15,38.48,92.71,44.43,171.72,32.90,68.63,78.83,50.52,94.94,117.69,103.70,42.66,106.26,62.48,47.28,66.24,51.67,81.83,91.81
11/21/2014,113.90,64.54,42.63,82.31,53.73,65.88,158.50,332.63,73.81,91.56,88.76,128.30,16.86,38.23,303.55,39.24,345.26,57.10,53.44,101.34,66.44,52.95,79.19,69.59,133.47,25.88,87.73,113.44,66.36,86.78,50.52,65.54,22.90,29.25,62.66,34.54,14.34,73.75,28.72,173.24,34.86,141.07,25.84,99.39,30.56,537.50,186.53,49.54,95.88,96.23,154.26,34.25,104.76,58.46,42.77,65.16,180.95,62.09,83.95,92.64,38.24,71.16,53.77,154.93,46.77,117.82,57.30,34.78,46.71,48.06,70.26,110.79,40.70,80.01,95.46,29.17,85.05,81.82,68.89,102.63,39.24,94.37,44.56,171.32,32.90,68.94,78.30,50.84,94.80,118.60,104.32,42.72,107.71,63.11,47.29,66.48,51.99,81.90,92.76
11/24/2014,116.01,64.94,43.13,83.14,54.23,66.39,159.84,335.64,73.91,90.78,89.40,130.07,16.92,38.23,306.74,39.20,345.14,57.17,54.17,100.88,66.06,53.87,80.06,69.29,133.55,26.02,89.25,112.49,66.36,88.36,49.97,64.65,22.89,29.22,62.83,33.58,14.57,74.01,28.25,174.30,35.40,141.35,25.85,99.41,30.62,539.27,187.00,48.80,96.00,96.27,155.43,34.88,103.80,58.96,42.55,64.74,181.80,62.46,84.21,93.11,38.23,71.59,54.22,154.66,46.78,117.55,56.91,34.87,46.33,48.32,70.01,111.74,40.69,80.62,95.26,28.95,84.58,81.35,69.10,103.42,39.62,94.93,44.05,171.45,32.36,69.00,79.65,51.12,94.99,119.63,104.23,43.11,106.23,63.21,46.63,66.62,52.27,82.63,91.71
11/25/2014,115.01,65.21,42.97,83.52,53.82,66.33,157.95,335.04,71.52,88.32,89.76,130.27,16.84,38.23,305.40,39.25,346.33,56.83,54.10,101.14,66.43,55.43,80.61,67.78,132.66,26.26,88.68,111.11,65.92,89.40,49.14,63.18,22.90,29.24,62.77,33.52,14.58,75.63,28.42,173.64,36.20,141.08,25.72,99.92,30.66,541.08,185.81,47.22,94.64,96.87,155.06,34.95,103.63,58.32,42.70,64.66,181.66,61.79,85.55,92.95,38.00,71.45,53.76,152.90,46.98,116.52,56.99,34.55,46.21,48.00,68.97,112.49,40.42,78.88,95.50,29.19,85.24,81.16,69.66,103.23,39.47,91.80,43.83,171.86,32.47,69.51,80.95,50.73,95.97,119.24,104.10,42.76,109.08,63.87,46.47,66.70,52.06,82.19,90.81
11/26/2014,116.37,65.82,43.06,83.35,53.75,66.27,160.36,333.57,70.43,86.83,89.80,130.24,16.85,38.21,304.92,39.36,346.90,57.16,53.91,100.71,66.78,55.67,80.69,66.93,133.50,26.41,89.27,110.12,65.73,89.67,49.49,62.44,22.97,29.39,62.46,34.00,14.51,77.62,28.47,173.85,35.96,141.01,25.73,99.12,30.50,540.37,185.47,46.32,95.32,97.07,155.24,35.51,104.12,58.36,42.86,65.12,183.58,61.70,85.77,93.01,38.24,72.13,53.83,153.14,47.22,117.87,57.39,34.38,46.48,48.25,67.86,112.56,41.12,78.67,95.91,29.80,85.32,81.45,70.06,103.50,39.21,89.49,44.16,173.47,32.76,69.57,82.28,52.55,96.17,120.02,103.96,43.12,107.57,63.87,47.13,67.35,52.45,82.22,90.52
11/28/2014,116.31,66.30,43.31,84.51,53.94,66.89,160.94,338.64,62.49,77.69,90.76,129.83,16.79,38.53,307.69,39.19,348.33,57.35,53.75,95.77,67.65,55.84,81.13,62.43,135.76,26.61,89.73,104.15,65.67,90.24,46.54,57.51,23.10,29.69,60.90,34.46,14.62,77.70,26.06,176.93,36.44,141.82,25.37,99.14,31.80,541.83,185.96,41.29,96.98,97.06,155.45,35.85,105.13,58.18,43.39,65.89,185.92,62.65,86.49,93.58,38.44,72.51,53.58,154.86,47.74,116.95,58.01,34.44,46.54,48.98,63.81,107.22,41.65,72.86,96.63,29.84,86.81,81.76,70.68,103.53,39.96,82.88,44.73,173.58,33.00,71.34,83.58,52.64,96.68,114.12,106.82,42.94,107.49,64.10,47.65,67.49,52.64,84.70,86.75
12/1/2014,112.53,66.22,43.13,84.19,53.57,66.36,162.01,326.00,62.21,77.28,90.48,127.93,16.54,38.46,308.44,38.75,346.26,57.35,53.13,94.25,67.47,55.41,80.26,64.04,135.63,26.56,88.55,106.88,65.37,90.43,46.01,58.46,23.09,29.63,60.01,34.53,14.66,75.10,25.43,176.46,36.91,140.26,24.92,99.37,31.33,533.80,185.75,40.32,96.47,95.42,154.85,35.77,104.92,58.03,43.11,66.27,185.47,61.99,86.66,92.59,38.22,72.51,52.41,153.00,47.77,115.91,58.13,34.36,47.33,48.19,63.26,102.15,41.33,75.62,96.22,29.95,86.47,81.35,69.60,103.12,39.78,82.19,44.98,173.17,32.70,70.14,82.44,52.48,97.10,112.03,106.69,42.38,107.11,64.09,47.12,66.66,52.00,83.42,88.48
12/2/2014,112.10,66.37,44.00,84.17,54.24,66.85,164.80,326.31,61.53,77.69,91.33,127.82,16.89,38.89,328.27,39.43,347.04,57.53,54.13,94.74,67.92,55.82,80.29,65.40,136.66,26.78,88.48,109.07,65.93,91.18,46.67,58.41,23.16,29.55,60.70,34.96,14.78,75.46,25.11,179.13,36.82,140.71,24.94,100.99,31.64,533.75,187.71,39.47,96.22,95.87,155.93,36.18,105.39,59.07,43.11,68.08,184.51,62.79,86.89,91.94,38.13,72.96,53.06,155.36,48.02,115.88,58.38,35.01,47.18,48.37,63.39,104.97,41.43,76.80,96.91,30.25,87.42,82.19,71.09,103.60,39.54,82.56,45.18,174.59,31.98,70.44,82.95,52.78,97.86,116.27,107.29,42.82,107.10,64.55,46.26,65.66,52.39,83.60,90.25
12/3/2014,113.37,65.63,44.45,84.69,54.16,66.81,163.62,316.50,62.69,79.18,89.61,127.52,17.08,39.19,347.34,39.55,348.08,57.33,54.98,95.37,67.14,55.94,80.14,66.90,136.31,26.91,87.55,108.78,66.45,90.83,47.25,59.42,23.07,29.65,61.60,34.51,14.88,74.88,25.91,178.78,36.88,141.60,25.26,99.69,32.00,531.32,188.46,40.05,96.64,97.94,157.71,36.02,104.62,59.52,42.39,68.80,184.10,63.11,87.51,92.32,37.92,73.46,53.37,156.96,48.62,117.87,58.18,35.75,46.81,48.59,64.77,107.46,41.31,79.09,95.54,30.42,86.40,82.43,72.10,104.44,39.59,84.05,45.18,174.35,31.71,70.69,82.35,53.80,99.18,118.20,107.77,43.06,108.38,64.94,45.96,66.28,52.55,82.64,90.98
12/4/2014,112.94,66.66,44.27,84.52,54.43,67.12,162.14,316.93,61.67,77.92,90.18,126.89,17.00,39.11,341.18,39.53,351.80,57.19,54.95,94.89,67.52,55.20,80.05,65.49,136.62,26.74,88.23,107.41,66.56,90.94,47.59,58.05,23.01,29.66,61.68,34.00,14.70,75.24,25.65,178.92,37.26,141.35,24.98,100.62,31.47,537.31,189.45,40.04,97.00,97.24,157.26,36.05,104.46,59.36,42.10,70.01,184.14,63.36,87.96,92.47,37.66,72.58,53.16,156.96,48.38,118.10,58.51,36.01,47.55,48.86,64.55,103.05,41.14,78.56,94.98,30.34,86.95,81.96,71.11,106.73,40.01,84.70,45.18,174.78,31.62,70.65,83.13,53.60,98.07,117.04,107.31,43.26,108.59,64.83,45.95,66.79,52.66,82.47,90.42
12/5/2014,112.46,66.79,44.08,84.37,54.59,67.41,164.76,312.63,60.10,77.61,90.98,127.75,17.47,39.45,340.87,40.24,355.40,58.90,55.85,94.04,67.44,55.16,80.88,64.11,136.84,26.48,89.08,106.06,67.20,91.46,47.96,58.42,23.07,29.67,61.98,33.91,14.59,76.36,25.24,180.75,37.44,141.62,24.91,103.36,32.27,525.26,192.90,39.67,97.67,97.67,156.51,36.25,105.39,60.64,42.13,69.50,184.28,63.66,88.27,93.10,37.75,73.66,54.29,156.97,48.51,117.87,59.06,36.45,47.14,49.00,64.11,102.83,41.18,77.55,94.99,30.65,86.76,81.95,71.13,104.42,41.12,84.44,44.84,173.61,31.65,71.01,82.74,53.76,98.72,115.92,107.85,43.85,108.67,65.38,45.79,67.48,53.17,81.84,89.89
12/8/2014,109.92,66.51,44.48,83.18,54.94,67.86,167.10,306.64,55.99,75.52,91.88,125.89,17.45,39.40,344.05,40.37,354.65,58.92,56.14,90.68,67.51,55.18,81.13,61.45,135.96,26.22,89.14,102.17,66.84,91.50,46.26,55.20,23.21,29.21,60.77,34.14,14.34,76.52,24.39,180.26,37.02,141.43,24.60,104.32,31.36,526.98,194.06,37.93,98.45,96.74,155.16,35.80,105.40,60.61,41.75,70.45,184.26,64.87,87.24,89.52,37.49,73.41,54.30,155.68,48.37,117.05,59.43,37.20,46.44,48.21,61.13,99.30,40.63,73.08,95.01,30.63,87.12,81.62,70.40,104.81,41.23,81.58,45.32,175.55,31.60,71.13,81.82,53.28,98.32,112.33,107.10,44.08,110.39,65.32,46.06,66.62,52.92,81.95,87.86
12/9/2014,111.60,66.25,44.22,83.38,54.84,67.55,164.91,312.50,57.37,77.23,91.68,125.29,17.35,39.22,347.61,40.37,353.78,58.24,55.62,90.87,67.40,55.01,81.20,61.38,136.64,26.40,89.62,102.37,66.36,90.66,46.07,55.79,23.32,29.23,60.79,34.64,14.34,76.84,24.39,177.52,36.74,141.49,24.49,104.66,31.49,533.37,194.33,38.82,97.67,97.30,156.24,35.50,104.94,60.40,40.69,69.85,185.01,64.62,87.04,88.32,37.81,73.34,54.15,155.58,48.15,117.33,57.64,37.30,46.33,47.87,62.23,99.96,41.12,74.37,94.38,30.61,87.08,81.41,70.79,105.30,40.85,82.80,45.40,174.95,30.67,70.96,82.40,53.21,99.40,113.43,106.93,43.92,112.29,65.57,44.20,67.47,52.98,81.30,87.55
12/10/2014,109.48,64.75,43.18,81.96,54.10,67.28,161.01,305.84,56.33,74.49,91.08,120.44,17.17,38.68,343.59,39.92,348.20,57.57,54.24,88.56,66.95,54.40,80.34,60.04,133.98,25.87,88.50,100.31,65.51,89.38,44.31,53.35,23.26,28.65,58.71,34.24,14.09,76.18,23.25,175.42,36.62,137.70,24.20,103.60,30.68,526.06,189.50,37.46,96.99,95.52,153.86,35.05,103.18,58.69,40.26,68.72,182.38,63.93,85.54,87.00,37.37,71.88,52.95,153.07,47.48,116.40,57.61,36.60,45.66,48.18,60.46,97.27,40.19,72.15,93.46,30.52,86.40,80.51,69.32,102.97,40.67,80.57,45.19,175.41,30.30,70.29,81.71,52.33,97.50,111.11,106.95,43.37,110.83,64.97,43.50,67.04,52.43,80.74,84.96
12/11/2014,109.16,64.22,43.26,82.11,54.44,67.78,161.69,307.36,55.61,74.12,91.45,119.21,17.26,38.86,342.33,39.69,345.09,57.96,54.28,88.24,67.35,54.73,80.33,60.11,135.09,25.98,89.30,100.36,65.88,90.64,43.99,52.73,23.90,28.59,58.58,34.56,14.20,77.73,22.30,175.84,36.75,138.93,24.33,103.08,30.89,528.34,191.02,37.57,98.29,95.90,154.40,35.32,103.65,59.13,40.19,69.27,183.68,64.54,86.89,87.94,37.39,72.41,53.19,153.95,47.69,117.10,57.42,36.61,45.92,47.96,60.39,98.56,40.03,72.10,93.56,30.32,86.79,80.85,69.80,103.22,40.90,80.42,45.65,175.55,30.51,70.89,81.80,52.71,98.13,111.75,107.51,43.43,111.36,65.32,43.67,71.82,52.59,81.56,85.47
12/12/2014,107.31,62.54,42.51,80.17,53.32,66.17,160.18,307.32,55.03,72.24,89.36,116.70,16.92,38.15,344.49,39.08,332.47,57.05,53.18,86.16,66.66,54.19,78.18,59.01,131.71,25.86,88.33,97.94,63.78,90.38,41.45,51.92,23.47,27.72,55.82,34.22,13.93,77.83,21.14,174.75,36.53,134.06,23.83,102.90,30.30,518.66,186.36,37.28,97.81,93.93,148.95,34.86,101.42,58.07,39.59,67.27,179.73,63.67,83.36,87.60,36.50,71.19,50.89,151.99,47.16,115.02,55.86,35.48,45.71,47.58,58.99,97.53,39.24,71.27,92.06,29.65,85.96,79.40,68.43,101.16,40.96,77.50,45.19,173.23,29.99,69.80,80.64,51.37,97.17,109.99,106.90,42.64,109.51,63.75,42.93,73.28,51.88,81.54,82.97
12/15/2014,105.84,62.87,42.29,80.15,52.76,66.12,155.38,306.07,53.82,70.93,88.42,117.96,16.65,37.79,335.80,38.88,331.05,56.86,52.57,85.44,66.06,53.79,77.63,58.29,132.01,25.69,88.26,96.48,63.71,89.80,41.55,51.58,23.33,27.62,55.55,33.83,13.27,76.99,20.41,175.23,36.14,132.31,23.55,101.94,29.75,513.80,183.12,37.17,98.08,93.86,146.72,34.57,100.97,57.22,39.26,67.39,178.79,64.11,83.84,85.51,35.96,70.66,49.79,151.73,47.02,114.88,55.11,35.17,45.43,47.21,59.36,97.64,40.38,70.25,91.47,29.57,85.63,77.54,68.23,100.24,39.80,77.41,45.13,173.12,30.08,70.57,80.10,51.34,96.69,109.79,107.62,42.21,109.28,63.73,42.78,72.24,51.39,81.67,83.26
12/16/2014,104.40,62.52,42.23,81.12,52.17,65.96,155.22,295.06,55.29,72.58,86.65,120.06,16.52,37.60,325.13,38.78,328.62,56.02,50.96,85.05,65.63,53.66,76.29,59.74,131.17,25.60,90.66,97.29,63.11,89.08,40.84,52.99,23.54,27.48,56.57,33.80,13.10,74.69,20.57,173.23,35.85,133.08,23.45,99.28,29.49,495.39,180.92,37.45,95.15,94.42,145.14,34.22,99.80,56.51,39.09,66.99,179.93,63.03,81.89,85.76,35.32,70.03,48.80,153.86,46.85,113.72,54.97,34.77,43.96,46.11,59.75,98.28,39.90,71.45,89.97,29.38,85.78,76.55,68.17,99.98,38.93,77.69,45.04,171.99,29.97,69.68,79.10,50.76,94.31,109.65,106.73,41.87,110.57,62.91,42.89,71.21,50.99,80.72,82.79
12/17/2014,107.00,63.78,43.07,83.50,53.29,66.96,159.15,298.88,58.69,77.42,88.81,120.84,17.05,38.42,332.89,39.50,339.92,57.48,52.23,85.44,66.75,54.18,77.63,63.26,133.10,25.81,92.49,101.42,64.62,90.27,42.60,57.27,23.74,27.95,57.07,34.85,13.43,76.11,21.48,166.79,36.86,133.89,23.61,101.19,29.89,504.89,182.62,38.76,96.99,95.68,145.64,34.87,101.07,57.81,40.21,67.98,179.70,64.73,83.96,88.60,35.30,71.33,49.89,155.36,47.43,115.47,55.77,35.95,44.53,46.75,61.36,101.08,40.43,74.71,91.07,29.81,87.07,76.98,70.01,99.60,39.58,80.29,45.55,175.67,30.47,70.93,80.79,51.75,97.55,112.31,105.49,42.67,111.22,64.32,43.74,70.81,51.97,81.95,85.29
12/18/2014,110.16,65.08,44.54,87.85,54.27,68.50,164.02,297.73,60.59,79.79,91.49,121.43,17.32,39.37,353.70,40.24,349.98,59.04,53.88,87.29,67.55,55.11,80.12,65.91,135.23,26.62,93.81,104.30,66.43,91.49,43.49,59.05,24.21,29.30,59.23,35.76,13.77,78.40,22.15,173.35,37.38,136.42,24.30,104.30,30.47,511.10,189.11,38.55,98.68,98.59,151.15,35.63,103.74,59.46,41.02,70.08,186.00,65.39,86.13,90.55,35.87,73.26,52.05,159.90,48.70,116.63,57.08,37.30,46.26,48.03,62.56,104.66,44.54,76.02,92.66,30.63,88.31,79.02,71.13,102.86,39.38,81.60,46.21,178.06,31.25,71.96,82.86,52.69,100.60,116.17,107.80,44.05,114.21,65.58,44.32,73.16,53.34,83.62,87.34
12/19/2014,109.31,64.88,44.81,88.60,55.03,68.59,165.67,299.90,63.20,83.58,91.23,121.98,17.41,39.59,360.67,39.99,351.26,59.53,53.79,87.31,68.03,55.97,80.38,67.07,135.43,26.74,93.99,108.03,67.40,91.76,43.83,60.05,24.05,29.48,59.55,35.83,13.97,79.88,22.71,173.19,38.13,136.43,24.76,107.17,31.49,516.35,190.76,39.79,99.92,99.11,151.95,35.00,102.51,59.89,40.60,70.03,187.17,65.66,85.65,90.11,36.57,73.25,51.85,160.08,48.02,118.13,57.66,37.70,46.40,46.92,64.28,104.73,45.18,78.28,92.74,30.60,88.36,78.11,71.19,103.64,39.09,84.79,46.23,176.20,31.28,71.29,83.40,52.46,100.84,115.78,107.83,43.91,112.87,64.96,44.29,72.03,52.61,82.86,89.72
12/22/2014,110.45,64.17,45.12,89.26,55.38,69.13,160.18,306.54,62.15,82.39,91.94,123.90,17.50,39.71,352.29,40.09,352.25,59.30,53.74,87.89,68.31,56.02,80.83,65.69,136.80,27.17,95.37,107.17,68.19,93.06,43.76,58.95,24.13,29.78,59.80,35.26,14.15,81.45,21.89,175.83,38.58,137.96,24.85,91.81,31.89,524.87,191.91,39.00,101.46,99.15,154.75,35.81,103.67,59.90,40.99,69.08,190.67,66.59,86.04,90.76,36.77,74.18,52.06,161.81,48.17,119.02,57.06,37.76,46.71,47.46,63.53,105.66,44.83,77.58,93.88,30.74,88.89,78.98,72.29,106.63,39.63,84.04,46.55,179.97,31.57,71.82,84.02,53.03,101.38,117.68,108.84,44.34,114.39,65.59,44.75,73.06,53.11,84.04,89.42
12/23/2014,110.06,61.66,44.49,89.49,55.68,69.44,153.35,306.29,63.79,82.97,92.13,125.65,17.71,39.60,335.76,40.65,355.22,57.45,54.19,89.01,69.03,56.69,81.21,67.14,137.70,27.20,96.12,109.01,69.15,93.54,43.96,60.21,24.09,29.88,60.02,35.48,14.25,80.61,22.17,175.90,38.36,137.87,25.02,88.40,32.21,530.59,192.95,39.19,101.71,99.91,155.52,36.02,101.28,60.43,41.59,67.46,190.01,66.68,86.83,91.08,36.85,72.41,53.00,161.42,48.49,119.64,55.36,38.13,47.17,47.48,63.72,106.79,45.19,79.60,94.60,30.13,89.55,79.30,72.33,106.90,40.07,84.59,46.37,178.90,31.74,72.01,84.23,52.99,101.20,117.94,109.28,44.60,114.45,65.85,44.90,75.26,53.59,84.32,90.63
12/24/2014,109.54,63.44,44.47,89.39,55.52,69.38,156.42,303.03,62.45,81.83,92.39,126.82,17.76,39.57,340.89,40.42,354.69,57.44,54.31,89.22,68.51,56.85,81.16,66.27,137.23,27.25,96.14,108.55,68.78,93.28,43.99,58.97,24.03,30.02,59.93,36.06,14.22,80.77,22.23,175.38,38.33,138.09,24.97,90.21,32.08,528.77,193.34,39.02,101.52,99.89,155.12,36.03,101.58,60.43,41.56,67.86,190.65,66.26,86.97,90.70,36.90,72.72,52.85,161.51,48.33,117.98,55.61,37.99,46.86,47.64,63.43,107.00,45.40,78.97,94.34,30.10,89.41,79.15,72.39,107.18,39.99,84.34,47.07,177.72,31.67,71.97,84.03,53.07,101.03,117.57,109.24,44.45,114.16,66.44,44.90,75.42,53.47,84.09,89.85
12/26/2014,111.48,64.18,44.62,89.33,55.66,69.62,159.13,309.09,62.36,81.94,92.59,127.19,17.76,39.63,342.40,40.42,354.65,57.86,54.20,89.71,68.91,57.16,81.14,66.03,137.02,27.29,96.49,108.34,69.10,93.88,44.44,59.58,24.01,30.22,59.98,36.40,14.36,80.78,22.82,174.86,38.50,137.95,24.92,92.68,32.37,534.03,192.90,39.05,101.70,99.57,155.62,36.14,102.04,60.49,41.58,68.09,191.05,66.25,86.97,91.62,37.02,72.25,52.86,160.83,48.56,118.44,55.91,37.90,46.61,47.91,63.93,107.12,45.28,78.79,94.30,30.32,89.72,79.34,73.32,106.80,40.26,84.41,47.60,177.25,31.87,72.36,85.14,52.96,100.90,117.66,108.77,44.44,114.48,66.19,45.08,75.21,53.41,84.56,89.31
12/29/2014,111.40,64.33,44.37,88.61,55.73,69.68,158.54,312.04,62.05,82.57,92.57,127.83,17.89,39.55,343.43,40.41,354.49,58.08,54.50,89.21,68.52,57.64,81.23,66.25,136.93,27.40,95.81,108.40,68.82,94.34,44.38,59.89,24.00,29.94,59.81,36.80,14.43,80.02,22.57,174.49,38.62,137.24,24.84,96.15,33.20,530.33,193.64,39.31,102.47,99.61,153.86,35.78,102.30,60.89,41.48,67.81,189.88,67.30,86.88,91.87,36.76,72.33,52.88,161.27,48.20,118.45,55.87,38.14,46.19,48.14,64.03,107.36,44.80,78.46,93.99,30.07,88.93,79.20,72.71,106.93,40.53,84.62,47.99,179.06,31.81,72.82,84.76,52.68,100.69,117.96,109.28,44.60,114.11,65.89,44.79,75.53,53.83,84.30,89.17
1/2/2015,106.92,63.13,43.69,86.97,55.36,68.82,155.66,308.52,62.23,81.05,91.35,125.57,17.68,38.97,342.01,39.61,347.92,58.15,54.03,87.47,67.12,56.15,80.44,65.13,135.28,26.76,93.40,107.70,67.79,92.61,43.99,59.71,23.66,29.29,59.03,35.79,14.28,78.45,22.86,171.43,37.48,135.08,24.22,93.79,33.43,524.81,191.88,38.81,101.39,98.19,155.35,34.99,101.51,60.82,40.78,67.77,187.62,66.45,84.90,90.15,36.22,70.85,51.94,158.70,46.99,116.78,55.34,37.89,45.52,47.02,62.77,104.83,43.54,77.44,91.77,30.02,86.82,77.13,72.02,105.38,40.07,83.00,46.56,177.94,31.59,72.62,83.40,51.73,99.16,115.92,107.27,43.79,112.33,65.79,44.23,74.76,52.85,83.58,88.94
1/5/2015,103.91,61.94,43.70,85.50,54.26,67.46,153.81,302.19,58.41,74.66,88.93,124.70,17.17,38.00,336.74,38.59,338.92,57.24,52.33,82.85,66.62,55.00,78.59,62.03,133.74,26.23,92.48,103.39,65.96,91.26,42.63,57.49,23.46,28.71,57.82,34.77,13.72,77.19,21.50,168.80,36.71,132.26,23.78,95.65,32.94,513.87,185.89,38.04,99.26,96.32,152.90,34.60,100.80,58.94,40.78,67.10,183.72,64.86,82.51,89.16,35.68,70.55,50.20,155.13,46.73,114.41,56.17,36.71,45.10,46.26,59.90,102.18,42.93,74.57,91.08,29.85,86.40,76.55,71.68,104.03,39.30,80.75,46.36,178.67,31.29,71.32,81.74,50.93,97.53,112.00,105.12,42.73,110.46,64.34,43.87,73.28,51.40,83.33,86.51
1/6/2015,103.92,61.64,43.21,84.88,53.49,67.41,148.85,295.29,57.78,74.11,87.04,123.23,16.66,37.80,334.65,37.47,333.65,57.15,50.49,82.32,65.92,54.28,77.12,59.47,135.51,26.22,92.55,103.34,65.20,90.78,41.94,56.32,23.16,28.16,57.72,34.51,13.59,76.15,21.87,168.79,36.26,132.42,23.27,96.50,33.44,501.96,182.13,37.67,98.96,96.10,149.61,33.95,100.31,57.41,41.09,67.44,182.85,65.00,82.33,89.32,35.43,70.20,48.68,153.47,47.00,113.38,58.37,35.65,44.44,45.99,59.17,98.92,42.48,73.94,90.39,30.10,86.01,77.20,70.66,103.66,38.98,79.17,46.92,183.64,31.34,71.31,80.81,50.09,97.33,109.68,104.43,42.17,108.90,63.93,44.31,73.47,50.33,83.98,86.05
1/7/2015,105.37,64.13,43.56,86.66,53.75,68.52,154.05,298.42,57.13,75.29,88.94,125.14,16.74,37.98,353.24,38.25,340.71,57.89,50.96,83.60,66.45,54.23,78.00,59.86,137.87,26.46,94.22,103.26,66.50,91.71,41.88,56.58,23.12,28.23,57.60,34.56,13.98,76.15,22.19,170.03,34.97,131.91,23.28,98.31,34.39,501.10,184.84,38.68,102.35,96.79,148.63,34.66,102.52,57.50,41.61,66.96,185.21,66.94,83.61,90.88,36.54,71.95,49.33,154.58,47.87,114.80,59.62,36.16,45.00,46.94,59.22,98.92,42.49,73.95,93.03,30.51,86.46,77.78,71.48,104.95,39.94,79.16,47.44,187.02,31.37,74.01,81.67,50.99,98.32,110.29,105.40,42.54,110.08,64.78,44.02,75.35,50.63,86.20,86.92
